,===,EVENT_SEQ,EVENT_TYPE,RANK,TIME,DURATION,WALLTIME,ITER,MEM,NET,EXTRA
0,===,0,INIT-START,0,0.00010449726350130983,0.0,1572902253.516725,0,39308.0,0.0, ===
1,===,1,INIT-STOP,0,0.004816031828818732,0.0,1572902253.521674,0,42060.0,0.0, ===
2,===,2,INIT,0,0.0053058497470140804,0.005023,1572902253.521707,0,42224.0,0.0, ===
3,===,3,ITER,0,0.005598536947443942,0.0,1572902253.521741,1,42224.0,0.0, ===
4,===,4,FAILURE-CHECK-START,0,0.004942875741854319,0.0,1572902253.521766,1,42228.0,0.0, ===
5,===,5,FAILURE-CHECK-STOP,0,0.03235992200933716,0.0,1572902253.5465288,1,42228.0,0.0, ===
6,===,6,FAILURE-CHECK,0,0.030049333096591687,0.024814,1572902253.546565,1,42264.0,0.0, ===
7,===,7,ITER,0,0.8301471481632955,0.0,1572902254.354532,101,47652.0,1885.15625, ===
8,===,8,ITER,0,1.4196908884791377,0.0,1572902255.120501,201,47920.0,3770.3125, ===
9,===,9,ITER,0,2.4394648528803233,0.0,1572902255.8194141,301,47920.0,5655.46875, ===
10,===,10,ITER,0,2.555268298654294,0.0,1572902256.379715,401,47920.0,7540.625, ===
11,===,11,ITER,0,3.581735963211632,0.0,1572902257.144366,501,47920.0,9425.78125, ===
12,===,12,FAILURE-CHECK-START,0,3.4892276778057596,0.0,1572902257.14441,501,47920.0,9425.78125, ===
13,===,13,FAILURE-CHECK-STOP,0,3.4315577693173047,0.0,1572902257.144524,501,47920.0,9425.78125, ===
14,===,14,FAILURE-CHECK,0,3.6167787775104734,0.000173,1572902257.144566,501,47920.0,9425.78125, ===
15,===,15,ITER,0,3.8184343181009717,0.0,1572902257.690489,601,47920.0,11310.9375, ===
16,===,16,ITER,0,4.41116066753993,0.0,1572902258.2283769,701,47920.0,13196.09375, ===
17,===,17,ITER,0,5.255872081012475,0.0,1572902258.918135,801,47920.0,15081.25, ===
18,===,18,ITER,0,5.870652858412045,0.0,1572902259.49864,901,47920.0,16966.40625, ===
19,===,19,ITER,0,6.878326992242581,0.0,1572902260.036712,1001,47920.0,18851.5625, ===
20,===,20,FAILURE-CHECK-START,0,7.233441663896662,0.0,1572902260.036751,1001,47920.0,18851.5625, ===
21,===,21,FAILURE-CHECK-STOP,0,5.956589649522787,0.0,1572902260.03691,1001,47920.0,18851.5625, ===
22,===,22,FAILURE-CHECK,0,6.51994564415746,0.00020800000000000001,1572902260.036943,1001,47920.0,18851.5625, ===
23,===,23,ITER,0,6.435245948515214,0.0,1572902260.642172,1101,47920.0,20736.71875, ===
24,===,24,ITER,0,8.583984007381027,0.0,1572902261.296144,1201,47920.0,22621.875, ===
25,===,25,ITER,0,8.838033037943244,0.0,1572902261.835068,1301,47920.0,24507.03125, ===
26,===,26,ITER,0,8.587211822427175,0.0,1572902262.372888,1401,47920.0,26392.1875, ===
27,===,27,ITER,0,9.11532258044322,0.0,1572902262.912246,1501,47920.0,28277.34375, ===
28,===,28,FAILURE-CHECK-START,0,9.051870129828439,0.0,1572902262.912287,1501,48080.0,28277.34375, ===
29,===,29,FAILURE-CHECK-STOP,0,9.33575865539586,0.0,1572902262.9124641,1501,48080.0,28277.34375, ===
30,===,30,FAILURE-CHECK,0,9.938606851835,0.000241,1572902262.91251,1501,48080.0,28277.34375, ===
31,===,31,ITER,0,10.61417831010419,0.0,1572902263.488146,1601,48080.0,30162.5, ===
32,===,32,ITER,0,11.351341752630049,0.0,1572902264.253569,1701,48272.0,32047.65625, ===
33,===,33,ITER,0,10.07129918513087,0.0,1572902265.0187821,1801,48468.0,33932.8125, ===
34,===,34,ITER,0,10.724599556351286,0.0,1572902265.633235,1901,48660.0,35817.96875, ===
35,===,35,ITER,0,12.634257088692197,0.0,1572902266.171052,2001,48856.0,37703.125, ===
36,===,36,FAILURE-CHECK-START,0,13.190545722464343,0.0,1572902266.171103,2001,49048.0,37703.125, ===
37,===,37,FAILURE-CHECK-STOP,0,12.333368697089895,0.0,1572902266.171208,2001,49048.0,37703.125, ===
38,===,38,FAILURE-CHECK,0,13.24802918663302,0.0002,1572902266.171277,2001,49048.0,37703.125, ===
39,===,39,CHECKPOINT-START,0,12.99475359989972,0.0,1572902266.171357,2001,49048.0,37703.125, ===
40,===,40,CHECKPOINT-PRE-NEW,0,11.06010117175458,0.0,1572902266.171407,2001,49048.0,37703.125, ===
41,===,41,CHECKPOINT-POST-NEW,0,11.169092182017284,0.0,1572902266.300683,2001,54524.0,43157.640625, ===
42,===,42,CHECKPOINT-STOP,0,13.395322206850203,0.0,1572902266.300714,2001,54524.0,43157.640625, ===
43,===,43,CHECKPOINT,0,14.376722889228535,0.129451,1572902266.300736,2001,54524.0,43157.640625, ===
44,===,44,ITER,0,12.456464352631862,0.0,1572902267.070078,2101,54524.0,45042.796875, ===
45,===,45,ITER,0,13.322583004927687,0.0,1572902267.770375,2201,54720.0,46927.953125, ===
46,===,46,ITER,0,14.847936019157151,0.0,1572902268.5313349,2301,54916.0,48813.109375, ===
47,===,47,ITER,0,17.01331689372606,0.0,1572902269.294853,2401,55108.0,50698.265625, ===
48,===,48,ITER,0,16.796004490475212,0.0,1572902270.0598779,2501,55300.0,52583.421875, ===
49,===,49,FAILURE-CHECK-START,0,14.59930111044296,0.0,1572902270.059926,2501,55496.0,52583.421875, ===
50,===,50,FAILURE-CHECK-STOP,0,16.185820037398955,0.0,1572902270.0600288,2501,55496.0,52583.421875, ===
51,===,51,FAILURE-CHECK,0,16.500679922416154,0.00016999999999999999,1572902270.060066,2501,55496.0,52583.421875, ===
52,===,52,ITER,0,16.439061328284275,0.0,1572902270.661776,2601,55496.0,54468.578125, ===
53,===,53,ITER,0,15.555270631775665,0.0,1572902271.199634,2701,55688.0,56353.734375, ===
54,===,54,ITER,0,18.347509335804443,0.0,1572902271.738822,2801,55884.0,58238.890625, ===
55,===,55,ITER,0,20.94765001584359,0.0,1572902272.276489,2901,56076.0,60124.046875, ===
56,===,56,ITER,0,18.829226785884178,0.0,1572902272.816292,3001,56272.0,62009.203125, ===
57,===,57,FAILURE-CHECK-START,0,19.312053888240772,0.0,1572902272.816344,3001,56464.0,62009.203125, ===
58,===,58,FAILURE-CHECK-STOP,0,18.335162263962708,0.0,1572902272.8165019,3001,56464.0,62009.203125, ===
59,===,59,FAILURE-CHECK,0,20.474037113776337,0.000262,1572902272.816576,3001,56464.0,62009.203125, ===
60,===,60,ITER,0,20.83542820687361,0.0,1572902273.355702,3101,56464.0,63894.359375, ===
61,===,61,ITER,0,20.908472724356272,0.0,1572902273.8951259,3201,56660.0,65779.515625, ===
62,===,62,ITER,0,20.431770596856367,0.0,1572902274.43493,3301,56852.0,67664.671875, ===
63,===,63,ITER,0,20.36704426387432,0.0,1572902275.013056,3401,57044.0,69549.828125, ===
64,===,64,ITER,0,23.153396519790427,0.0,1572902275.632074,3501,57240.0,71434.984375, ===
65,===,65,FAILURE-CHECK-START,0,21.69697972260603,0.0,1572902275.6321099,3501,57432.0,71434.984375, ===
66,===,66,FAILURE-CHECK-STOP,0,23.55560503341939,0.0,1572902275.6322641,3501,57432.0,71434.984375, ===
67,===,67,FAILURE-CHECK,0,21.733612012503354,0.00021600000000000002,1572902275.63231,3501,57432.0,71434.984375, ===
68,===,68,COMM-ERROR,0,23.726077551713658,0.0,1572902276.171008,3534,57432.0,72075.929688, ===
69,===,69,ITER,0,20.32412731641453,0.0,1572902276.658189,3601,57596.0,73320.140625, ===
70,===,70,ITER,0,22.35005741190303,0.0,1572902277.380456,3701,57720.0,75205.296875, ===
71,===,71,ITER,0,27.249152459831933,0.0,1572902278.109116,3801,57912.0,77090.453125, ===
72,===,72,ITER,0,25.050248227157446,0.0,1572902278.845378,3901,58104.0,78975.609375, ===
73,===,73,ITER,0,28.94222366847609,0.0,1572902279.574181,4001,58300.0,80860.765625, ===
74,===,74,FAILURE-CHECK-START,0,25.958554969579076,0.0,1572902279.574225,4001,58496.0,80860.765625, ===
75,===,75,FAILURE-CHECK-STOP,0,27.085800912448303,0.0,1572902279.577653,4001,58496.0,80860.765625, ===
76,===,76,FAILURE-CHECK,0,28.00241043169125,0.003488,1572902279.577695,4001,58496.0,80860.765625, ===
77,===,77,FAILURE-DETECT,0,26.54454858509742,0.0,1572902279.577742,4001,58496.0,80860.765625, ===
78,===,78,RESTORE-START,0,25.93764678801151,0.0,1572902279.578396,4001,58496.0,80860.765625, ===
79,===,79,RESTORE-STOP,0,24.849234540385172,0.0,1572902279.59714,4001,59856.0,84943.507812, ===
80,===,80,RESTORE,0,28.040592235691673,0.018829,1572902279.597178,4001,59964.0,84943.507812, ===
81,===,81,CHECKPOINT-START,0,23.847446951878425,0.0,1572902279.5972052,4001,59964.0,84943.507812, ===
82,===,82,CHECKPOINT-PRE-NEW,0,29.30616872597016,0.0,1572902279.597236,4001,59964.0,75406.25, ===
83,===,83,CHECKPOINT-POST-NEW,0,27.739772725466565,0.0,1572902280.32884,4001,59964.0,80916.226562, ===
84,===,84,CHECKPOINT-STOP,0,25.096996860232203,0.0,1572902280.328891,4001,59964.0,80916.226562, ===
85,===,85,CHECKPOINT,0,27.347839925923243,0.731741,1572902280.328932,4001,59964.0,80916.226562, ===
86,===,86,ITER,0,30.669122182034155,0.0,1572902281.532554,2101,64116.0,82778.726562, ===
87,===,87,ITER,0,29.88609547182387,0.0,1572902282.256028,2201,64144.0,84641.226562, ===
88,===,88,ITER,0,27.32274343071505,0.0,1572902282.978342,2301,64144.0,86503.726562, ===
89,===,89,ITER,0,29.70363392357129,0.0,1572902283.701644,2401,64144.0,88366.226562, ===
90,===,90,ITER,0,27.930972241019553,0.0,1572902284.424698,2501,64144.0,90228.726562, ===
91,===,91,FAILURE-CHECK-START,0,29.369458682966854,0.0,1572902284.424742,2501,64144.0,90228.726562, ===
92,===,92,FAILURE-CHECK-STOP,0,33.52995896045972,0.0,1572902284.424885,2501,64144.0,90228.726562, ===
93,===,93,FAILURE-CHECK,0,30.34742866307126,0.000217,1572902284.424937,2501,64144.0,90228.726562, ===
94,===,94,ITER,0,35.1355619056769,0.0,1572902285.148592,2601,64144.0,92091.226562, ===
95,===,95,ITER,0,30.061268853187002,0.0,1572902285.821825,2701,64144.0,93953.726562, ===
96,===,96,ITER,0,33.28496375756112,0.0,1572902286.544089,2801,64144.0,95816.226562, ===
97,===,97,ITER,0,35.21872229328336,0.0,1572902287.2442632,2901,64144.0,97678.726562, ===
98,===,98,ITER,0,38.825863262784715,0.0,1572902287.968176,3001,64144.0,99541.226562, ===
99,===,99,FAILURE-CHECK-START,0,35.425386133409006,0.0,1572902287.968223,3001,64144.0,99541.226562, ===
100,===,100,FAILURE-CHECK-STOP,0,30.827792780009833,0.0,1572902287.968454,3001,64144.0,99541.226562, ===
101,===,101,FAILURE-CHECK,0,30.513643857267372,0.000327,1572902287.968528,3001,64144.0,99541.226562, ===
102,===,102,ITER,0,34.463882724044055,0.0,1572902288.6914382,3101,64144.0,101403.726562, ===
103,===,103,ITER,0,32.02062273671547,0.0,1572902289.400918,3201,64144.0,103266.226562, ===
104,===,104,ITER,0,38.80357180704986,0.0,1572902290.124139,3301,64144.0,105128.726562, ===
105,===,105,ITER,0,41.1072847364641,0.0,1572902290.8460028,3401,64144.0,106991.226562, ===
106,===,106,ITER,0,38.96982501321825,0.0,1572902291.569313,3501,64144.0,108853.72656199998, ===
107,===,107,FAILURE-CHECK-START,0,40.10456065853377,0.0,1572902291.569355,3501,64144.0,108853.72656199998, ===
108,===,108,FAILURE-CHECK-STOP,0,41.703244006877135,0.0,1572902291.626796,3501,64144.0,108853.72656199998, ===
109,===,109,FAILURE-CHECK,0,37.50734967791413,0.05751799999999999,1572902291.626856,3501,64144.0,108853.72656199998, ===
110,===,110,ITER,0,39.855294689930275,0.0,1572902292.350126,3601,64144.0,110716.22656199998, ===
111,===,111,ITER,0,44.53978992261372,0.0,1572902293.073443,3701,64144.0,112578.72656199998, ===
112,===,112,ITER,0,44.592511712316785,0.0,1572902293.7131062,3801,64144.0,114441.22656199998, ===
113,===,113,ITER,0,36.95895061949522,0.0,1572902294.436395,3901,64144.0,116303.72656199998, ===
114,===,114,ITER,0,41.49501996962783,0.0,1572902295.15984,4001,64144.0,118166.22656199998, ===
115,===,115,FAILURE-CHECK-START,0,37.38064767827481,0.0,1572902295.159879,4001,64144.0,118166.22656199998, ===
116,===,116,FAILURE-CHECK-STOP,0,37.99990052128368,0.0,1572902295.160057,4001,64144.0,118166.22656199998, ===
117,===,117,FAILURE-CHECK,0,36.9862522079838,0.00023500000000000002,1572902295.160091,4001,64144.0,118166.22656199998, ===
118,===,118,CHECKPOINT-START,0,37.45765354902475,0.0,1572902295.160151,4001,64144.0,118166.22656199998, ===
119,===,119,CHECKPOINT-PRE-NEW,0,45.08825263341092,0.0,1572902295.1601949,4001,64144.0,112656.25, ===
120,===,120,CHECKPOINT-POST-NEW,0,44.06507734910173,0.0,1572902295.386352,4001,69548.0,118166.22656199998, ===
121,===,121,CHECKPOINT-STOP,0,45.25140082747555,0.0,1572902295.3863869,4001,69652.0,118166.22656199998, ===
122,===,122,CHECKPOINT,0,43.599802574136554,0.226305,1572902295.386408,4001,69652.0,118166.22656199998, ===
123,===,123,ITER,0,41.38641992129025,0.0,1572902296.1107051,4101,69652.0,120028.72656199998, ===
124,===,124,ITER,0,42.91560341723766,0.0,1572902296.831748,4201,69652.0,121891.22656199998, ===
125,===,125,ITER,0,45.647010922915825,0.0,1572902297.554284,4301,69652.0,123753.72656199998, ===
126,===,126,ITER,0,48.09600367175915,0.0,1572902298.273078,4401,69652.0,125616.22656199998, ===
127,===,127,ITER,0,39.82081911379324,0.0,1572902298.995117,4501,69652.0,127478.72656199998, ===
128,===,128,FAILURE-CHECK-START,0,47.18938603914407,0.0,1572902298.995156,4501,69652.0,127478.72656199998, ===
129,===,129,FAILURE-CHECK-STOP,0,41.82048744086533,0.0,1572902298.995325,4501,69652.0,127478.72656199998, ===
130,===,130,FAILURE-CHECK,0,45.81380205515746,0.00022799999999999999,1572902298.995366,4501,69652.0,127478.72656199998, ===
131,===,131,ITER,0,45.729298552928284,0.0,1572902299.703085,4601,69652.0,129341.22656199998, ===
132,===,132,ITER,0,51.16825096336863,0.0,1572902300.417886,4701,69652.0,131203.726562, ===
133,===,133,ITER,0,42.19255115494921,0.0,1572902301.034344,4801,69652.0,133066.226562, ===
134,===,134,ITER,0,48.438256389049144,0.0,1572902301.6661289,4901,69652.0,134928.726562, ===
135,===,135,ITER,0,43.627101676484315,0.0,1572902302.38208,5001,69652.0,136791.226562, ===
136,===,136,FAILURE-CHECK-START,0,47.189352119253556,0.0,1572902302.382123,5001,69652.0,136791.226562, ===
137,===,137,FAILURE-CHECK-STOP,0,45.58501448133232,0.0,1572902302.382293,5001,69652.0,136791.226562, ===
138,===,138,FAILURE-CHECK,0,44.57475433927404,0.000242,1572902302.382348,5001,69652.0,136791.226562, ===
139,===,139,ITER,0,45.98836030124232,0.0,1572902303.103642,5101,69652.0,138653.726562, ===
140,===,140,ITER,0,44.12719267128971,0.0,1572902303.8091831,5201,69652.0,140516.226562, ===
141,===,141,ITER,0,50.84371106226092,0.0,1572902304.5309892,5301,69652.0,142378.726562, ===
142,===,142,ITER,0,46.74687041222486,0.0,1572902305.249025,5401,69652.0,144241.226562, ===
143,===,143,ITER,0,56.01164349920928,0.0,1572902305.937426,5501,69652.0,146103.726562, ===
144,===,144,FAILURE-CHECK-START,0,45.84258272340706,0.0,1572902305.9374712,5501,69652.0,146103.726562, ===
145,===,145,FAILURE-CHECK-STOP,0,47.4995325340207,0.0,1572902305.937658,5501,69652.0,146103.726562, ===
146,===,146,FAILURE-CHECK,0,52.761715298151266,0.000233,1572902305.937686,5501,69652.0,146103.726562, ===
147,===,147,ITER,0,51.88262572224468,0.0,1572902306.641288,5601,69652.0,147966.226562, ===
148,===,148,ITER,0,50.71749211726565,0.0,1572902307.354744,5701,69652.0,149828.726562, ===
149,===,149,ITER,0,51.01269346494456,0.0,1572902308.076764,5801,69652.0,151691.226562, ===
150,===,150,ITER,0,50.92551951695504,0.0,1572902308.796718,5901,69652.0,153553.726562, ===
151,===,151,ITER,0,51.31555751763426,0.0,1572902309.519263,6001,69652.0,155416.226562, ===
152,===,152,FAILURE-CHECK-START,0,50.693486533764734,0.0,1572902309.519306,6001,69652.0,155416.226562, ===
153,===,153,FAILURE-CHECK-STOP,0,51.39419546479709,0.0,1572902309.5194669,6001,69652.0,155416.226562, ===
154,===,154,FAILURE-CHECK,0,55.164226228570705,0.000229,1572902309.519516,6001,69652.0,155416.226562, ===
155,===,155,CHECKPOINT-START,0,61.68270179233015,0.0,1572902309.519559,6001,69652.0,155416.226562, ===
156,===,156,CHECKPOINT-PRE-NEW,0,53.913709400438314,0.0,1572902309.51961,6001,69652.0,149906.25, ===
157,===,157,CHECKPOINT-POST-NEW,0,58.95740341492949,0.0,1572902309.653725,6001,74596.0,155416.226562, ===
158,===,158,CHECKPOINT-STOP,0,51.43585168327827,0.0,1572902309.6537561,6001,74720.0,155416.226562, ===
159,===,159,CHECKPOINT,0,54.496647102753386,0.134251,1572902309.653776,6001,74720.0,155416.226562, ===
160,===,160,ITER,0,53.123595916623906,0.0,1572902310.373424,6101,74720.0,157278.726562, ===
161,===,161,ITER,0,52.335705520495274,0.0,1572902311.09449,6201,74720.0,159141.226562, ===
162,===,162,ITER,0,53.968433030744976,0.0,1572902311.798577,6301,74720.0,161003.726562, ===
163,===,163,ITER,0,59.96251464319718,0.0,1572902312.521327,6401,74720.0,162866.226562, ===
164,===,164,ITER,0,54.98191946698235,0.0,1572902313.24215,6501,74720.0,164728.726562, ===
165,===,165,FAILURE-CHECK-START,0,57.52335318668349,0.0,1572902313.2421892,6501,74720.0,164728.726562, ===
166,===,166,FAILURE-CHECK-STOP,0,59.343454902899545,0.0,1572902313.242351,6501,74720.0,164728.726562, ===
167,===,167,FAILURE-CHECK,0,57.921749097618736,0.00023500000000000002,1572902313.2424061,6501,74720.0,164728.726562, ===
168,===,168,ITER,0,64.48390324721551,0.0,1572902313.96616,6601,74720.0,166591.226562, ===
169,===,169,ITER,0,54.000139769255235,0.0,1572902314.6842608,6701,74720.0,168453.726562, ===
170,===,170,ITER,0,64.67246131489328,0.0,1572902315.390417,6801,74720.0,170316.226562, ===
171,===,171,ITER,0,59.783750932545296,0.0,1572902316.1035151,6901,74720.0,172178.726562, ===
172,===,172,ITER,0,64.77913532228604,0.0,1572902316.82587,7001,74720.0,174041.226562, ===
173,===,173,FAILURE-CHECK-START,0,69.21346457649277,0.0,1572902316.82593,7001,74720.0,174041.226562, ===
174,===,174,FAILURE-CHECK-STOP,0,62.29455404211954,0.0,1572902316.826099,7001,74720.0,174041.226562, ===
175,===,175,FAILURE-CHECK,0,62.767850622758424,0.00025,1572902316.826148,7001,74720.0,174041.226562, ===
176,===,176,COMM-ERROR,0,63.840869840012836,0.0,1572902317.561637,7067,74720.0,175289.09375, ===
177,===,177,ITER,0,71.49622433019819,0.0,1572902317.7765288,7101,74720.0,175903.726562, ===
178,===,178,ITER,0,60.90992570926273,0.0,1572902318.420097,7201,74720.0,177766.226562, ===
179,===,179,ITER,0,63.321536370057466,0.0,1572902318.907316,7301,74720.0,179628.726562, ===
